comments,date
"So, after having had read the reviews after watching and seeing people's complaints. 1) I think they ARE supposed to be insufferable teenagers, 2) feels very to date with the technology being used (so everyone posting it online and recording it, and watching it) and how media effects people (and especially!!! Teenagers). Really, the only couple of things I didn't quite understand was how a 12 year old BOY managed to survive banging his head (with quite some vigour might I add) on tables and walls, several times and on two separate occasions. That would at LEAST leave permanent damage??? There was also a quiet moment after the boy was injured (first time round) when presumably they were all at a police station which was missed, and they all still had their phones on them and the hand? Surely that would have been confiscated, and then again later Mia managed to leave with Riley completely unnoticed... but other than that a good show. An enjoyable film yet quite a difficult watch (probably more so cringeworthy with the dog scene, the bed scene, the noise of the fingernails scraping against wood, the EYE). Would definitely recommend you watch it at least once.",2023-10-27
"I was absolutely taken back with how well this movie was made. When i heard ""oh it's made by a couple of Aussie youtubers"", immediately i had my expectations loweredBut this film, this fricken film, is AMAZING. I usually have so much to nit pick on, ESPECIALLY with new horror movies but this was just such an amazing movie to watch.The gore in it wasn't over the top, just enough to have you going ""ewww"" but not enough to have you covering your eyes, which is perfect 😈i've heard rumours of a second movie - in my opinion a prequel would be wayyyy better than a sequel. Show us the origins of the hand! Show us how it came to be! I want to see those first interactions with it, I JUST NEED MORE!!!!",2023-10-05
"The trailer seemed like another teen demon horror, but dang... This took me by surprise.The cinematography, non corny characters, acting, story, and writing, all blended far beyond what these genre type of movies typically have to offer. Great pace of intensity, scares, and portrayal of the demons. A24 never fails. This film is satisfyingly Horrific, On Edge, and Uneasy.The acting in this movie, specifically the main character, was just phenomenal. Not once did I disconnect from watching the movie. My Eyes were glued.I do wish some of the lore and story went a bit deeper, There could have been a few scenes etched on for increased tension. I appreciate how non cheesy and authentic this movie felt. Definitely a passion piece.Overall this movie was addicting to watch, wish it was longer.",2023-09-28
"I think the only reason this movie is getting good reviews is because there are a couple of young and somewhat promising actors the studios are trying to promote.As far as storyline goes, this Movie gets off on a good foot. Sadly, though, after you're an hour into it you start to wonder if it's going to result in at least one jump scare, which it doesn't.The acting is okay, but nothing I haven't seen before, and I definitely won't be ringing anyone back home to tell them to hurry up and watch it.Where is Ari Aster at when you need him. Get me some more flicks like ""Hereditary"" or ""Midsommar"". I had to keep a night light on for a couple of weeks agree this movies. And lastly, to the film's credit, I didn't predict the exact ending, but that was the only part of the movie that wasn't easily forseeable. This is sad, because A24 is becoming the only reliable home for the horror genre these days.",2023-10-14
"My issue with horror movies, is how many times they start good, and it makes you happy, anticipating a good time. But most of the time they just give up midway and destroy the ending: They make the characters stupid, things doesn't make sense, goes full action mode with cringe dialogue, etc....I don't think that was the case for this movie. The idea was really interesting, they give you hints, they don't spoon-feed anything, if you pay attention you'll have all the answers. You'll understand what happened and why, and you'll know the true nature of that hand, what it's purpose is.Most of the time, the more I'm looking forward to watch a horror movie the more it's bound to be bad lol (probably because the trailer has all the good parts...) . I'm glad it wasn't the case this time. The trailer was good, the movie was good.",2023-09-17
"This is an amazing and terrifying film. In the first year after my mother died, I would have done ANYTHING to talk to her again, this portrays that so well and I think a lot of commenters are too young to have experienced that grief that makes Mia make bad decisions. A really stunning film with so many scary moments - not least just how awfully the men and boys (mostly - the girls and women too at times) treat each other, so casually hurtful. Riley comes to his sister in fear and she turns him away? Painful. Anyway. Ignore the nay sayers and give this a watch. No plot holes that I could see! It's clear Mia wasn't possessed but the door was left open.",2023-11-01
"Overall was a good movie and kept me intrigued the whole time. I read some reviews saying the ending was silly or it didn't make sense to people... I'm not sure how they've come to that conclusion cause I thought the ending was done well and was completely understandable, the ending didn't drag on and was all it needed to be.The acting was amazing and it was refreshing to see an Aussie film that was done this well. Definitely spooked me out.Overall was a good movie and kept me intrigued the whole time. I read some reviews saying the ending was silly or it didn't make sense to people... I'm not sure how they've come to that conclusion cause I thought the ending was done well and was completely understandable, the ending didn't drag on and was all it needed to be.The acting was amazing and it was refreshing to see an Aussie film that was done this well. Definitely spooked me out.",2023-08-18
"It was a really good horror movie ... for an indie production. The story the ran with was somewhat a unique take on contacting with spirits in this genre. The characters made the movie more captivating as each one of them was well played and written to suit the theme of teenagers partying and attracting trouble.The movie does well to deviate from the boring cliche of good guys fighting the spirits, losing friends in the way but altogether celebrating their victory, bathing in sunlight. As this movie looks deeper into the psychological battle the protagonist is having with her own buried family issues arising from the short-lived entertaining spiritual engagement.Regardless of it low-budget, the effects, makeups and cinematography still make the movie immersive enough to like somebody might be right behind you in a dark room. But that's where the potential of the film is not seized. As much as I love it for being its own movie in the repetitive horror movie scene, it would be great to get some proper jump scares, or any type of orthodox horror scenes, it had its fare share of blood and guts which made it irky to look at but I was looking forward to possible jumping out of my seat with my heart pounding. Would have loved some classic horror vibes even though I do rate its effort to be its own movie.",2023-09-20
"Going into the movie I had pretty low expectations and not because of the trailer or the cast. But because this movie just going off plot alone, seemed like a fun horror movie to watch with no real stakes involved. The movie was well worth the watch, especially for a horror fan. It never made me angry in the way some horror movies are just garbage. I spent the majority of the time on edge and getting gut punched with legit uncomfortable and scary scenes. Nothing was ever truly that scary and I'm glad the movie wasn't longer. They consistently kept you waiting to see what happened next and I was on edge after the movie really got into the plot. Very unique and def reminded me of telling ghost stories as a kid.",2023-09-27
"Having seen the trailer, the only conclusion I took is that it was high production value, however it did seem that the story is not going to be of much interest to me.I gave it a chance because I had no idea what to watch on a Friday night and boy, I was not dissappointed.The story evolves alongside the backstory of the main characters and you understand and feel the context of their development better.The cinematography and camera movement are extremely good for a B rated horror movie.While the story itself is not something very original, the execution and special effects give it a higher value than your average ouija board horror flick.Don't miss this title for the Halloween, it is definitely one of the good ones for 2023.",2023-09-23
"It is worth watching though not more than once. The story is modern exorcism spiced with the lives of a bunch of teenagers who tend to rebel. The story begins with a shocking scene followed by an intriguing storyline. Though I myself am not a big fan of slasher horror movies, the brutal scenes are quite bearable. The exorcism scenes aren't scary at all but can be considered creepy to some extent. To put it in another words it definitely lacks the scare factor. Comparing with other horror movies released in 2023 such as Cobweb and the last voyage of demeter, it's just a one-time-playable entertainment.",2023-09-15
"For those who are used to clumsy and long-winded scripts, this movie manages to break that habit. Which turns out to be just one of the movie's great points.The movie is one of those that gets straight to the point, without any jargon, but still giving some content and a complete story. The performances were impeccable, and the plot twist really is a plot twist... so much so that it left me wondering when it all stopped being real and if it ever was.And there's more, usually teenagers have been painted as very unusual, and this movie surprised me in that sense too: here we have ""innocent"" teenagers who try to make fun of things, reminding us that it could be us living this horrifying Experience.The soundtrack is wonderful, the highlight being the second act.What a rich production!",2023-09-18
"Great movie! Thriller level is higher than the scare level and the makeup was on point. The only thing missing is an ultimate ending explaining exactly what the endpoint was. Some could surmise that both characters passed, or that her sacrifice saved Riley but it's unclear as to what exactly happened. Overall worth the purchase and time, but they could've laid things out better.Was it Riley? Was it Mia? Did the friends meet the consequences of their decisions to mess with the undead? Were Mia's efforts in vain and why was the character on life support... so many questions were left to the imagination. Still a great movie!",2023-10-28
"I'm so glad that I missed this movie and couldn't see it in cinema I had to pause the movie and I screamed a bit too.I don't usually get scared from horror movies but this is different, from the beginning you know something bad is going to happen and if you and the slow burn is so terrifying. The thing that made me scared the most is that I could see myself in the movie and that if I had the hand all of this could happen to me it's just one stupid idea that me and my friends would reject at first but would consider trying and we could get addicted to playing with it. Overall this is a solid movie with a great story about how it was made and I hope you could read more about it after you see the movie.",2023-09-25
"I just watched the movie and i absolutely loved it especially the acting that was captivating and to see how far the directors went from youtube videos to this and with the budget they worked with the more reason that i think that this is a totally amazing horror movie with barely any jumpscares which i also love and can't forget about the ending how it was pretty simple to understand,i saw some people complaining about how it felt dragged but to me i felt like that was a development to the story that got me more emmersed,so to conclude this i would say this movie is absolutely worth the watch.",2023-09-12
"Talk to Me is a 2023 Australian supernatural horror film written and directed by Danny and Michael Philippou.The film follows a group of teenagers who discover they can contact spirits using a mysterious embalmed hand. At first, the teenagers are excited by their newfound ability, but they soon realize that they are messing with forces they don't understand.Talk to Me is a well-made and suspenseful horror film. It has a unique concept, and it does a decent job of building tension and atmosphere. The film also features strong performances from its young cast.PROS:Unique concept: The idea of using an embalmed hand to contact spirits is original and intriguing, and its underlying of drug use correlates with the movie's overall theme.Suspenseful atmosphere: The film is well-paced and there are some effective jump scares.Strong performances: The young cast of Talk to Me give strong performances. Sophie Wilde is particularly good as the lead character, Mia.CONSRushed ending: The ending of Talk to Me is a bit rushed. The filmmakers try to tie up all the loose ends in a hurry, and it doesn't feel entirely satisfying.Additional thoughtsTalk to Me is worth watching for fans of the horror genre. The film's unique concept, good performances, and some effective scares make it a worthwhile experience.",2023-10-28
When I was I kid and was waiting in the queue for an epic terrifying rollercoaster I counted how long the ride took and then I knew how long I had to hold on. That same feeling I experienced again when I saw Talk To Me in the cinema! I almost wanted to look at the time. Because I really felt terrified and I wanted that the film was over and the lights went back on.. So I would felt less terrified.How they did it? Fortunately not with too many jump scares but the Philippou brothers did an excellent job! Even if you realise this is the first feature film of them. Everything was great. Especially Miranda Otto who made the film a little bit lighter with her humoristic mother role. I really needed that. The story was original and the horror elements were quite realistic. Best horror film I have seen in a decade! Maybe since The Blair Witch Project?,2023-08-20
"What a wild ride! 'Talk to Me' is about the summoning of spirits that are stuck within limbo, and how to NOT do that if ever offered (lol). Very unique storytelling and captivating from start to finish.I haven't seen a horror film in a long time that was this enjoyable (last one for me was Hereditary) and this one is on the same playing field as Hereditary.Highly recommend it. Keep an open mind when watching and it will keep you engaged throughout. The run time was perfect. Did not drag on too long, and the ending was **chefs kiss**. Excited to see what they do with the sequel. Bravo Philippou brothers!",2023-09-13
"I've seen a few reviews on here saying this is a great horror film, and as far as originality is concerned, I can maybe understand why.However, as far as I'm concerned this is an absolutely shocking movie. I couldn't watch more than 20 minutes because its so awfully written it beggars belief.The first minutes are spent watching someone break a door down because someone has locked themselves in a bedroom at a house party. This person then proceeds to stab the person who has broken the door down. No explanation, but okay - I'll go with it for now.We then cut to a scene involving a girl who goes to pick up who I presume is either her brother or her girlfriends brother, and on their way back after screeching sia's chandelier bump into a dying kangeroo because Australia. The younger brother naturally asks can't you put it out of it's misery before she screeches past it in her car.At this point I switched it off. It's a terrible b-movie and impossible to watch.",2023-11-01
"John Kramer is told he has just months left to live, he's given home of a new treatment, a life saving surgery being held in Mexico, when it doesn't quite go as expected, he takes his revenge.We're at the point now where new horrors just aren't sticking, hardly anything looks worthy of a follow-up, so we're getting endless Scream and Halloween movies, all of which seem to diminish with time, Saw though has been different, could this later one offer something new?This latest film really does offer something new, it's unlike any of its predecessors, very much John's story, it's all from his point of view, we're almost made to feel a degree of sympathy for him, it's very, very clever. There's a monster even greater than John Kramer.I should be used to the macabre deaths by now, but once again they manage to shock and horrify, there are some nasty moments here, a girl a few rows in front of me was actually sick during the second death scene, it is a very nasty moment.The pace is unlike any other Saw movie, deliberately so, I found the build up very interesting, the fallout was very exciting, not for the faint hearted.Tobin Bell delivers yet another excellent performance, he really does shine once again, and credit to the makeup team, you see a physical decline in the character as the movie develops, it's very well done.It made me add The Hollies to my playlist.Is that the end? I doubt it, I doubt it very much.8/10.",2023-09-30
"The Saw movies are those we go into with the lowest of expectations, and even then there have been instances of utter disappointment (think Saw 3D or Jigsaw). But now, for almost the first time since Saw II in 2005, there finally is a ""good"" Saw movie. Yes, actually good.Saw X does two very important things that make it work so well. The first is that we now have a movie where John Kramer is finally the main character. Rather than having to learn about him through his victims, like was so for the 8 other movies he was in, we finally get to know John Kramer through John Kramer. The second is that we're finally on John's side, essentially rooting for a serial killer, because the ""players"" in this movie are written to be some of the most disgustingly scummy people on Earth.Saw X is much longer (with a runtime of 118 minutes) compared to the 9 other movies (all of which average at 90), and is paced much slower too; which quite honestly works really well. The games are decent, the violence is unwatchable (which in Saw language means it's good) and we also get a few fun Easter eggs.There is yet one major disappointment, but that's spoiler territory since it has to do with the ending, so I will ignore that for now. Other than that, the movie was surprisingly good and I honestly did enjoy it more than I thought I would. If you have been keeping up with the Saw movies, definitely go check it out in cinemas!",2023-10-05
"I had the honour of attending the world premiere of this film tonight. I think at this point it would be pretty hard to argue that 'Saw' is the most consistent horror series ever made. To be 10 films in and still putting out masterpieces is something we really shouldn't take for granted. And 'Saw X' is a masterpiece in my opinion. This film was everything I wanted and more.The motivations of John Kramer and whether they are justified or not has always been a great discussion among horror lovers and 'Saw' fans alike. This film is very aware of that. It makes multiple references to this debate and they are done in a way that is both slightly tongue in cheek and also deadly serious coming out of the mouth of Kramer.This film is a little different to others in the series however. This time we have a revenge plot and no matter where you stand on Kramer, he is likely going to be your undisputed protagonist here. I thought the revenge element was a brilliant addition to the series. It adds another layer to the depravity that we are witnessing and makes everything so much more layered.The movie is probably the most patient in terms of set up the series has seen yet. It takes quite a while for the movie to get all its ducks in a row and get down to the nitty gritty business. Once it does though it is relentless the second half of the film moves at an electric pace.This film was incredible. I couldn't have asked for more. 10/10.",2023-09-28
"I have never said this about a horror movie, but i enjoyed the non horror part more than the horror. The backstory of John Kramer was good just as Tobin Bells acting, but the rest is a typical, even sub-par, Saw sequel.A huge pet peeve of mine is when writers are dependent on coincidence and luck instead of logic. When they steer characters and actions in the right direction with dumb or illogical decisions and dumb timing, just to force the script together. Or if they just don't understand themselves how dumb things are.One of the most glaring ones in Saw X was when it's ""revealed"" that Parker Pears was in on the scam. He were just as suspicious as everybody else on the site as a fake patient to make everything look more believable and therefor not very revealing.Another one is the setup of Johns final trap. Firstly, the coincidence of the kid playing soccer late at night, at the right time, and them noticing him, which fantastically goes GREAT with the rest of the setup. What luck.And John's plan was to cross his fingers that if they got overpowered, they would be chained up in that trap. Both would go get the money before he/they died in the trap and stop the trap by grabbing the money bag, setting off a new trap. And the door to the room didn't even close at once. It took 20 seconds until it did and they stayed in the room to look in the bag instead of leaving or securing the door, like normal people would - especially when the situation involves a person who's fond of traps. So John's plan involved another lucky coincidence that they wouldn't exit the room at once and possibly kill them all anyways.All in all, besides one really good trap (the lady sawing her leg off) and the first part of the movie, this was not a good watch.",2023-10-21
"4 out of 5 stars.Saw X is a good horror film that takes the franchise into a whole new level which has more of a story than letting blood and gore take over. Yes it does have blood and gore but focuses more on John Kramer perspective as he goes after a group of scammers.The film starts out a little slow with John going to Mexico. Discovering a group that saves people from there terminal illness. Only to find out they scam people for money while they don't perform the miracle surgeries. He grabs each one and places them into bloody traps for there redemption.Good plot. The traps are brutal and gory. But the film does not let the gore take over while letting the story be the focus group. Great cast ensemble lead by Tobin Bell. The films plot twist was good but the fate on one character in a trap is left with a little disappointment. There is a mid credit scene that will leave the fans surprised. Overall, it may be a fresh new direction for the franchise and it was really needed.",2023-09-29
"Saw X definitely has the gruesome goods expected of a Saw film however, what makes this entry really good is the unexpected amount of heart. It's a personal tale of revenge that's oddly wholesome, using its concept to make its traps and victim's suffering enjoyable viewing.Front and centre like never before Tobin Bell gets to lead this one and it's absolutely all the better for it. The relief when he believes he's cured and the realisation it's all fake is heartbreaking which makes him easy to root for. Also, his bond with Shawnnee Smith feels so genuine.Kevin Greutert's direction is really good, it's the same style that the rest of the franchise has but as a prequel trying to match that same aesthetic it works. The traps here are inventive, gross and believable, it's only the final one that feels too nice for the monster it's meant for.Charlie Clouser's score still uses that iconic theme at the end, which will honestly never get old at this point and before then it still avoids going unnoticed. As the first half is mostly trap free the score itself is nicer and more laid back.",2023-10-03
"I swore I'd never see another Saw film after the abominably bad ""Saw 3-D"", but after seeing some good reviews and hearing some positive word-of-mouth I decided to jump back in with Saw X. While the movie isn't particularly bad in and of itself, the entire experience cemented for me that the Saw franchise is now entirely insular-able to be enjoyed by the franchise die-hards but perhaps not so much by more casual viewers.For a very basic overview, Saw X tells a John Kramer (Tobin Bell) story. Battling the cranial cancer that was a plot point in many of the Saw sequels, John is told by traditional medicine that he has only months to live. But after discovering an experimental treatment in Mexico, the Jigsaw killer heads south of the border. Discovering corruption, he devises a new ""game"" based on his patented grisly devices imparting morality plays on their victims.Like I said, on the surface there isn't a ton wrong with Saw X. In fact, of all the series sequels it might be the one that hews closest to the spirit of the original. All the key franchise elements are present and John unleashes a series of new moralistic challenges upon unsuspecting victims. There are even some ""easter eggs"", of sorts, that devoted sequel fans will likely be delighted by.The problem-at least for a viewer like myself-is that I enjoyed the original Saw film as exactly that (a movie), not necessarily a concept. In 2004, that genre-bending combination of shocking horror, psychological thrills, moralism, and detective procedural was unlike anything previously seen. But of course, something can only be original once. Since that point, the flicks essentially double down on the traps, narrative structure-playing, and pseudo-morality plays. It is now very much a ""known quantity"" franchise.To be fair, there are many of these-James Bond, superhero flicks, Liam Neeson romps, etc. Different strokes for different folks, to be sure. But while watching Saw X, it became clear to me that Saw films have now turned into exactly that-known experiences. One doesn't watch a Saw movie to marvel at the overall filmmaking experience any longer-it is now for insiders to see the next wave of traps, hear Bell's iconic voice, see the doll on the tricycle, and lapse into the wicked morality scenarios.Thus, for me, this film didn't work all that well because I am not one of those insiders. Director Kevin Greutert and writers Pete Goldfinger & Josh Stolberg may have crafted a decent film, but it is for the long-termers-likely not new fans or ones (like myself) who compare everything with Saw in the title to '04.",2023-10-19
"'Saw X' returns with fervor to the franchise's unsettling realms, aligning its haunting narrative to explore the exploitation inherent in the current anti-big pharma rhetoric. Despite its stance, the anti-big pharma movement is just as profit-driven as big pharma; but as depicted here, its unregulated nature can lead to highly destructive actions severely impacting individuals' lives.At 81, Tobin Bell reprises his iconic role as John Kramer with remarkable vitality, maintaining the character's haunting grip on the audience with his enduring portrayal. It was also a nostalgic and incredibly rewarding experience to see the return of Shawnee Smith as Amanda Young.The narrative is seamless and compelling, guiding the audience through its labyrinth of moral quandaries with an impactful flow.The victims in this installment are framed as some of the most deserving in the series, heightening the film's moral ambiguity and intensifying the notions of retribution among viewers.Despite the climactic twist being predictable, it retains its satisfying essence.'Saw X' is a compelling blend of socially pertinent themes, stellar performances, and satisfying narrative, providing a lingering experience. All in all, it's my second favourite film in the saw franchise.",2023-09-28
"I'm a huge fan of this series. I love the original 7 and I mildly enjoy Jigsaw and Spiral. I was excited for another chapter and was not disappointed. This is a great addition to the series.Just like with the other sequels, this continues to add layers to the backstory and lore with interesting new material. And of course we have lots of cool and gruesome traps. But in many ways, this chapter is different from any of the previous.For one thing, it takes it's time building story and character. The pace ends up slower because of this, but I think it's worth it. Everything feels more fleshed out (unintended pun). We don't see the hyper-editing style this franchise is known for. And the movie overall feels a bit higher in quality of filmmaking.My only downside is a lack of surprises, for me at least. I think it might work better for people who aren't as familiar with this franchise as I am.I had a fun bloody time with this movie and look forward to any future chapters in this series. More games. More blood. More, please. (1 viewing, opening Thursday EMAX 9/28/2023)",2023-09-29
"""Saw X"" is a film that tells a more personal story of John Kramer, the script successfully achieves this purpose and also provides an excellent change in the character of Amanda Young, giving her a lot of sympathy. Tobin Bell and Shawnee Smith excel in their characters not as villains, but as redeemers of troubled people and this theme is further deepened in this tenth part. The cast includes Norwegian Synnøve Macody Lund, and Mexicans Renata Vaca, Octavio Hinojosa and Paulette Hernández, all of whom give good performances. The cinematography is well done and the director's work is noticeable. Definitely this film co-produced by The United States, Mexico and Canada achieves great old school gore effects (except for a couple that are digital) and mainly shows that more human side of John Kramer and Amanda Young, resulting endearing. A great tenth part of this franchise!",2023-09-28
"Maybe it was my fault I didn't know what to expect since I don't usually watch trailers, so I didn't know this was a prequel, but even knowing that I can't help but think that this was sooo generic, yeah of course everyone is happy to see Tobin Bell playing the role of John Kramer again, or even to see again Amanda, but do they really think that just because they bring back 2 og characters will make this movie good?The whole problem with this entry was it contributed absolutey nothing to the series, not new characters to the lore, not a single hint of all the other disciples or copycats that are actually alive, or the detectives/policemen, nothing, just more traps that fullfil the shock value and that's it, it just ends up to be another revenge generic movie.At the beginning I was ok when this will get interesting? Never happened, these movies have always been characterized for their plot twists as soon as the iconic Hello Zepp theme starts (even if some endings are pretty bad) and I had faith that at the end it will have some mind blowing twist, but no, when the songs starts it's just closes the doors where the bad guys are, and John is like: ""HA! It was all part of the plan"" and that's it, I felt insulted for trying to sell me this when it has been done like 10 times before.Seriously, all I want is a real ending for the whole series, I wanted to see a big duel of the disciples vs copycats with the detectives involved or something, but no, with this movie they are just laughing to our faces saying that they will milk this franchise because we keep saying this kind of movies are entertaining and the only thing we want is sadism and no story.And by the way, this has again that sepia filter because obviously it was filmed in Mexico and that is how Mexico looks like in real life.I don't get the huge ratings or why people keep saying this is the best entry since the first one, or one of the best horror movies of the year. Hugely dissapointed.",2023-10-25
"The movie starts off interestingly, but ends being more unrealistic that I remember most other Saw movies being.On John's primary location in the movie, it would probably take John months setting up all his equipment and traps, but it happens in a few days. Also, everything just works with the traps and victims - kinda contrary to chaos theory where you know something unforeseen usually will happen. People were made to suffer in horrifying ways without fainting - and to do things to themselves during a few minutes that even skilled surgeons can't in such a short time.Maybe if John had months to prepare his location and to set things up - and maybe if persons had at least 15 or 30 minutes to ""play the game"" instead of 3, just maybe this movie could have been slightly realistic - or possible.Many things happening felt totally impossible within the movie's time frame - and totally unrealistic knowing how normal persons respond to severe pain and blood loss.I did not enjoy the acting either, it all felt fake. I'm a great fan of especially the first Saw movie, Saw X was to me a waste of time and money.",2023-09-30
"When considering horror franchises, how many come to mind that have worthwhile sequels that live up to their originals? Now take it a step further and consider how many horror franchises make it to a tenth installment, and then how often is that installment any good? These are the questions one might ask when thinking about Saw X, the tenth installment in an exhausted (and exhausting at times) franchise that arguably peaked at its inception but gave at least a few worthy sequels. Saw X delivers above and beyond all of its predecessors beyond its original work. Tobin Bell and Shawnee Smith are front and center for this one, a questionable choice that pays off at the hands of creative writing and strong direction. It's difficult to stay fresh at number X but they manage it here, going back to basics and bringing a little humanity to that series antagonists. Bravo to those involved, because to do this takes work but they managed it here with aplomb. The traps are fewer but this is a Saw movie so they are there, and they are brutally effective when on screen. But like the original we're back to really focusing on the story and not just the brutality. I won't say this is the most surprised I've ever been by a movie but it ranks, because upon hearing that a new Saw was to be made my eyes rolled hard, but seeing the positive reviews I just had to check it out and it lives up in every way. Are you a diehard fan of the franchise? Then this is for you. Did you lose interest after the first. This may also be for you, because nothing has come close since 2004.",2023-10-06
"My biggest problem with these prequels is that the characters don't look like themselves. Amanda and John should look 20 years younger than they do for this to work and it really takes me out of the movie.The boss woman's speech near the end is way too long and cartoonish. They could've just killed everyone, even without a working gun, and just leave the place with the real money bag. What's up with not checking the gun and just assuming you get a fully loaded pistol handed to you after pointing it at others?How does everything always work exactly like planned by the way? Especially for someone who gets fooled with a false cancer treatment?As the synopsis states, this movie happens between the first and the 2nd movie, hence my title - Saw 1.5.I gave this a 6 because I think it was interesting enough and better than some of the sequels. It was also good to see more Kramer than before.",2023-10-15
"The original Saw movies were never my favorite genre, but at least they were shocking and realistic. None of that is to be experienced in this cheaply made B-movie.The bad: the sole purpose of these Saw movies is that the audience wants to be shocked by revolting violence and torture scenes. But what if these torture scenes look laughable? That's the case with this flop. There isnt any horror at all and the supposedly shocking violent scenes put me to sleep.More bad: ofcourse this is just a money grab from Hollywood producers cashing in on the name of this once popular movie, but this movie is almost entirely cast with B or even C listed movie actors, who usually would at best star in a tv commercial at the homeshopping network.Beware, this is a complete and utter dud! Boring from start till finish.",2023-10-11
"Yes it's entertaining and there is a plot twist as usual, although it is obvious that Parker is an accomplice of Cecilia as soon as he shows up at the warehouse.The finale game is underwhelming compared to other games played in the movie. Valentina has to cut her own leg, Mateo has to open his own skull, Gabriella needs to shatter her own hand and foot. And Cecilia's game? Just to kill a guy, that's it.I mean, throughout the movie Cecilia has demonstrated her callous behavior. When she saw her accomplice died, she was thinking ""one less person to split the money"". I don't see why the finale game is challenging for her nor give her a chance to ""reborn"".... She would have killed Parker anyways if given the right circumstances.The cinematography and gruesome scenes were nicely done though.",2023-10-25
"A character like Kramer would never go for an expensive procedure without researching it properly to be in the position he ended up in, but it is a movie so gave it a whirl.So the traps....someone completes their trap in the allocated time but you decide to just stand by and let them die? What's the point in the game then.All of the traps are basically impossible to be able to completed, so once again why not just kill them.The ending we all saw coming :
We know Amanda and Kramer are both going to survive because it's a prequel.One final woman left but two chains.The tune we all know comes on.Flashback scenes commence.Are they ever going to make one of these where the person being tested is actually a likeable character and comes out alive?Think it's about time the script was flipped.",2023-09-30
"Not going to lie, my expectations were low, based off the fact that the previous saw instalments haven't been very up to standards. This movie takes place in between saw 1 & 2, following the life of John Kramer, a cancer patient. I won't get into the story here but there are some pros and cons to this movie. The traps are immaculate and absolutely disgusting (In a good way), and it's a more ""horror"" styled movie. Horrible things happen to horrible people, and you can't help yourself from sitting there and thinking, ""please don't be over, please don't be over."" Overall I would give this movie a 7.5/10, it exceeded expectations, the gore was great, and the story is pretty good. Would recommend to see in Theatres.",2023-09-27
"In 2004 I saw my first modern survival horror film in Saw. I watched it because I'm a big fan of Danny Glover(Predator 2 1990, The Saint Of Fort Washington 1993). The film was directed by James Wan in his directorial debut. He later went on to direct some cult horror and action movies like
Dead Silence and Death Sentence both released in 2007 and the first two installment of the horror franchise Insidious(2010-2013). He also directed the first two installments of yet another horror franchise in The Conjuring(2013-2016).Now Darren Lynn Bousman is credited with directing parts 2,3 and 4 of the Saw Franchise. He was a director I had great hopes of becoming a legend. However this was not true. After the Saw movies he sunk into oblivion. He resurfaced when he directed the Saw spin-off movie Spiral: From The Book Of Saw(2021) starring the acclaimed actor comedian Chris Rock.In my personal opinion Saw 1-4 are worth your time. The rest of the franchise is mediocre. The spin-off movie Spiral was actually a homage to the fans of the franchise but I don't consider it a part of the Saw films. In my opinion if you wanted to own one movie in the franchise, then go for Saw 3.Saw 3 is one the best revenge/horror films I've seen in my life and Angus Macfadyen the actor who played Jeff, a grief-stricken father who was consumed with vengeance after the death of his son Dylan in a drunk driving crash, was the reason why.Okay now onto Saw X. I think this is a prequel to the 2004 film. It shows the backstory of John Kramer a.k.a Jigsaw. The movie shows the part of his life and the circumstances that led to committing the acts that he did. Shawnee Smith makes a welcome return. Though I'm not such a big fan of hers, she is quite a talented actress. Costas Mandylor(Saw 4) also makes an appearance. The film has gory and grisly traps that are a trademark of the Saw films. So the film is interspersed with both story and horror elements.Verdict: well, if you seen all the previous installments then this would be just another useless add-on film. I think they should've stopped after Saw 3 which meant sense because they wanted Saw to be a trilogy. Saw X isn't a clever film, rather it is dull and predictable. There is another film quite similar I've seen called Mindhunters(2004) directed by Renny Harlin and Escape Room(2019) directed by Adam Robitel. P. S. Not to forget to mention the Cube trilogy of horror films(1997,2002,2004). Thanks for reading this review and as Mister Spock says, ""Live long and prosper"".",2023-10-22
"...or should I say jovially? Or juvenile? Because there is nothing serios about this movie, except it seriosly put an end to a milked franchise.I expected something like original movie at least, but I will never trust these ratings anymore. There are a lot of movies rated around 5.0 that are better than this overrated mess.I must say, some scenes are really well filmed, and there are some gruesome stuff like every Saw movie, but in the end, it only got +2 rating from me. Why? Because everything else is bad. From cold/blue scenery to warm/yellow change when in Mexico (groundbreaking), to unbelievable ending which feels really amateurish. Not even one likeable character. But, I would say it wasn't boring. So, fans of the previous movies and superhero no-brain-needed lovers, enjoy.",2023-10-14
Saw series dont hold any high standards in film making. But this movie is practically flawed in plot. The movie starts of well but soon loses complete logic. The traps were limited and dont even feel that innovative. The stupid things happening in this movie are literally unbelievable. For instance the child conveniently turns up playing football in the middle of the night in that location! Jigsaw's partner having sudden empathy for a victim she was ready to butcher a minute ago? There is just too many coincidences for Jigsaws plan to work here. It was a torture to watch this movie. This franchise is dead and rotten.,2023-10-21
